id,original,emendation,old_type1,old_type2,primary_category,secondary_category,changed_original_tokens,changed_emended_tokens,,needs_manual_review,notes
179,Σὺ δ' ἀλλὰ νῦν ὑγίαινέ μου μᾶλλον ἢ τὸ πρότερον,Σὺ δ' ἀλλὰ νῦν ὑγίαινέ μοι μᾶλλον ἢ τὸ πρότερον,change,,Morphological,,μου,μοι,,no,
180,Δεῖ δέ σοι μεγαλοψυχίας καὶ μὴ αὐτίκα ζητεῖν τὴν τῶν ἐλπισμένων συναγωγήν.,Δεῖ δέ σοι μεγαλοψυχίας καὶ μὴ αὐτίκα ζητεῖν τὴν τῶν ἠλπισμένων συναγωγήν.,change,,Lexical / Contextual,,ἐλπισμένων,ἠλπισμένων,,no,
181,Οἷς δὲ καὶ τὰ σπλάγχνα πεπύκνωται ὡς μὴ ῥᾳδίως καθικνεῖσθαι αὐτῶν τὸν ἰόν ἐκείνοις ἐξεναντίωται πρὸς τὰ ἰοβόλα ἡ φύσις.,Οἷς δὲ καὶ τὰ σπλάγχνα πεπύκνωται ὡς μὴ ῥᾳδίως καθικνεῖσθαι αὐτῶν τὸν ἰόν ἐκείνοις ἐξηναντίωται πρὸς τὰ ἰοβόλα ἡ φύσις.,change,,Lexical / Contextual,,ἐξεναντίωται,ἐξηναντίωται,,no,
182,οἱ δὲ ἀντιπέραν τῆς Μερόης παρὰ τὸν Ἀστάπουν ποταμὸν οἰκοῦντες Αἰθίοπες σκορπίους καὶ ὄφεις καὶ τοὺς παραπλήσια ἀκινδύνως ἐσθίουσι τοὺς δὲ Τεντυρίτας ἔθνος δὲ οὗτοι Αἰγύπτιον παρίασιν οἱ κροκόδειλοι,οἱ δὲ ἀντιπέραν τῆς Μερόης παρὰ τὸν Ἀστάπουν ποταμὸν οἰκοῦντες Αἰθίοπες σκορπίους καὶ ὄφεις καὶ τὰ παραπλήσια ἀκινδύνως ἐσθίουσι τοὺς δὲ Τεντυρίτας ἔθνος δὲ οὗτοι Αἰγύπτιον παρίασιν οἱ κροκόδειλοι,change,,Morphological,,τοὺς,τὰ,,no,
183,τῷ γὰρ ἁμαρτωλῷ εἶπεν ὁ θεός ἵνα τί σὺ διηγῇ τὰ δικαιώματά μου καὶ ἀναλαμβάνῃς τὴν διαθήκην μου ἐπὶ στόματός σου.,τῷ γὰρ ἁμαρτωλῷ εἶπεν ὁ θεός ἵνα τί σὺ διηγῇ τὰ δικαιώματά μου καὶ ἀναλαμβάνεις τὴν διαθήκην μου ἐπὶ στόματός σου.,change,,Morphological,,ἀναλαμβάνῃς,ἀναλαμβάνεις,,no,
184,Ποῖος δέ σοι τῶν Χερουβὶμ τῇ λαβίδι τὸν ἄνθρακα ἐνεχείρισεν ὃς χθές που καὶ πρώην ἵνα μὴ τήμερον λέγω διὰ τῆς ἀγορᾶς ἐσόβεις ἐν τηλίοις καὶ καπηλείοις κατηναλακὼς τὴν ζωήν,Ποῖος δέ σοι τῶν Χερουβὶμ τῇ λαβίδι τὸν ἄνθρακα ἐνεχείρισεν ὃς χθές που καὶ πρώην ἵνα μὴ τήμερον λέγω διὰ τῆς ἀγορᾶς ἐσόβεις ἐν τηλίᾳ καὶ καπηλείοις κατηναλωκὼς τὴν ζωήν,change,,Morphological,,τηλίοις | κατηναλακὼς,τηλίᾳ | κατηναλωκὼς,,no,
185,Σὺ δὲ τὸ μηδαμῆ μηδαμῶς ὂν οὕτως ἐξαίρεις τῷ λόγῳ οὕτως οὐσίαν ποιεῖ τὸ ἀνύπαρκτον ὡς οἴεσθαί με τέχνῃ σε τοὺς λόγους σοφιστικῇ δημιουργεῖν.,Σὺ δὲ τὸ μηδαμῆ μηδαμῶς ὂν οὕτως ἐξαίρεις τῷ λόγῳ οὕτως οὐσίαν ποιεῖς τὸ ἀνύπαρκτον ὡς οἴεσθαί με τέχνῃ σε τοὺς λόγους σοφιστικῇ δημιουργεῖν.,change,,Morphological,,ποιεῖ,ποιεῖς,,no,
186,Καὶ τὸ μὲν μέτρον τοῦ ἀμέτρου φιλοσοφώτερον τὸ δὲ ἄμετρον τοῦ μέτρου πληθυντικωτέρον καὶ ἐρασμιώτερον τοῖς πράγμασι.,Καὶ τὸ μὲν μέτρον τοῦ ἀμέτρου φιλοσοφώτερον τὸ δὲ ἄμετρον τοῦ μέτρου πληθυντικωτέρον καὶ ἐρασμιώτερον ἐν τοῖς πράγμασι.,add,,Addition / Omission,,,ἐν,,no,
187,οὗτοι γὰρ ἐν ταῖς σαῖς χερσὶν εἰ ἐγὼ ἀποβιῴην ἀνατέθηνται παρ' ἐμοῦ ὧν μοι μάλιστα μέλει ἢ τῆς ψυχῆς.,οὗτοι γὰρ ταῖς σαῖς χερσὶν εἰ ἐγὼ ἀποβιῴην ἀνατέθηνται παρ' ἐμοῦ ὧν μοι μάλιστα μέλει ἢ τῆς ψυχῆς.,delete,,Addition / Omission,,ἐν,,,no,
188,Διατί ὁπηνίκα ὁ σουλτάνος τοῖς ὅλοις ἐξαπορήσας φυγῇ ἵν' οὕτως εἴπω τὴν οἰκείαν ἐπορίσατο συντήρησιν τοῦ κρατίστου βασιλέως ἡμῶν τὰς συντάξεις καὶ τὰς στρατηγίας μεμαθηκώς οὐ παραυτίκα ἐβροντήσατε ἀπὸ τῶν αὐτόθεν σάλπιγξιν ἀντὶ γραμμάτων χρησάμενοι ἵνα πάντες τῷ ἀπροσδοκήτῳ καταπλαγείησαν ἀλλὰ διετέθητε ὥσπερ οὐδενὸς καινοῦ γεγονότος,Διατί ὁπηνίκα ὁ σουλτάνος τοῖς ὅλοις ἐξαπορήσας φυγῇ ἵν' οὕτως εἴπω τὴν οἰκείαν ἐπορίσατο σωτηρίαν τοῦ κρατίστου βασιλέως ἡμῶν τὰς συντάξεις καὶ τὰς στρατηγίας μεμαθηκώς οὐ παραυτίκα ἐβροντήσατε ἀπὸ τῶν αὐτόθεν σάλπιγξιν ἀντὶ γραμμάτων χρησάμενοι ἵνα πάντες τῷ ἀπροσδοκήτῳ καταπλαγείησαν ἀλλὰ διετέθητε ὥσπερ οὐδενὸς καινοῦ γεγονότος,change,,Lexical / Contextual,,συντήρησιν,σωτηρίαν,,no,
189,Ταῦτά μοι πρὸς τὸν δεσπότην προσπίπτων αὐτῷ καὶ μὴ ἀνεὶς κυλινδούμενος μέχρις ἂν τὰς ὀφρῦς ἐπινεύσῃ σοι πρὸς τὴν αἴτησιν ἵνα μὴ δυοῖν ὡς ὁ Θουκυδίδης φησί διαμάρτωμεν τοῦ τε ἀπηναισχυντηκέναι καὶ τοῦ μὴ τετυχηκέναι.,Ταῦτά μοι πρὸς τὸν δεσπότην προσπίπτων αὐτῷ καὶ μὴ ἀνεὶς καλινδούμενος μέχρις ἂν τὰς ὀφρῦς ἐπινεύσῃ σοι πρὸς τὴν αἴτησιν ἵνα μὴ δυοῖν ὡς ὁ Θουκυδίδης φησί διαμάρτωμεν τοῦ τε ἀπηναισχυντηκέναι καὶ τοῦ μὴ τετυχηκέναι.,change,,Phonological-Orthographic,,κυλινδούμενος,καλινδούμενος,,no,
190,Ἐπεὶ οὖν ἡ φύσις ἡμῖν δεῖταί τινος κατιοῦσα γλυκοθυμίας ὑποδέξεταί σε ὁ τούτου λιμὴν ἐκ τοῦ σχεδὸν καταβαίνοντα ἄκλυστος μὲν οὐδαμῶς οὐ περιθραύων μέντοι τὴν ναῦν.,Ἐπεὶ οὖν ἡ φύσις ἡμῖν δεῖταί τινος κατιοῦσα γλυκυθυμίας ὑποδέξεταί σε ὁ τούτου λιμὴν ἐκ τοῦ σχεδὸν καταβαίνοντα ἄκλυστος μὲν οὐδαμῶς οὐ περιθραύων μέντοι τὴν ναῦν.,change,,Phonological-Orthographic,,γλυκοθυμίας,γλυκυθυμίας,,no,
191,Ἢ παρὰ γενναίοις δικασταῖς ταύτας ποίησον καὶ εἰ μὲν καταψηφιοῦνται τῆς ἐμῆς ἔχου τῆς σῆς εἰ δ᾽ οὐ μὴ αἰσχυνθῇς κατακολπίσασθαι τὴν ἐμήν.,Ἢ παρὰ γενναίοις δικασταῖς ταύτας ποίησον καὶ εἰ μὲν καταψηφιοῦνται τῆς ἐμῆς ἔχου τῆς σῆς εἰ δ᾽ οὖν μὴ αἰσχυνθῇς κατακολπίσασθαι τὴν ἐμήν.,change,,Lexical / Contextual,,οὐ,οὖν,,no,
192,καὶ φιλαδελφότατα οἰκείως ἐρεῖν διετέθησαν πρὸς ἐμέ ἄλλος ἄλλο τί μου μέρος καταφιλοῦντες καὶ ξύμπαντες τοῖς ἐμοῖς ποσὶ προσκνυζόμενοι,καὶ φιλαδελφότατα οἰκείως ἐρεῖν διετέθησαν πρὸς ἐμέ ἄλλος ἄλλο τί μου μέρος καταφιλοῦντες καὶ ξύμπαντες τοῖς ἐμοῖς ποσὶ προσκνυζώμενοι,change,,Lexical / Contextual,,προσκνυζόμενοι,προσκνυζώμενοι,,no,
193,πρόσγειος γὰρ καὶ ὑπεραναπτῆναι τῆς γῆς μὴ δυνάμενος καίτοι γε πολλὰ τῶν ἐν τοῖς θεάτροις διφρηλάταις ἑπόμενος καὶ συναναβῆναι τούτοις ἐπὶ τοῦ αὐτοῦ τετολμηκὼς ἅρματος ἵνα ἐκμελετηθείη αὐτῷ ἡ πρὸς τὸν ἀέρα πτῆσις καὶ κίνησις.,πρόσγειος γὰρ καὶ ὑπεραναπτῆναι τῆς γῆς μὴ δυνάμενος καίτοι γε πολλὰ τοῖς ἐν τοῖς θεάτροις διφρηλάταις ἑπόμενος καὶ συναναβῆναι τούτοις ἐπὶ τοῦ αὐτοῦ τετολμηκὼς ἅρματος ἵνα ἐκμελετηθείη αὐτῷ ἡ πρὸς τὸν ἀέρα πτῆσις καὶ κίνησις.,change,,Morphological,,τῶν,τοῖς,,no,
194,Ἡ δὲ μέση διαπλοκή ἐπειδὴ πολύκενόν ἐστιν ὕφασμα τὸν ἀέρα εἰκότως ἐξεικονίζει ἐξύφανται γὰρ καὶ οὗτος τρόπον τινὰ πολλὰς ἔχει κενότητας.,Ἡ δὲ μέση διαπλοκή ἐπειδὴ πολύκενόν ἐστιν ὕφασμα τὸν ἀέρα εἰκότως ἐξεικονίζει ἐξύφανται γὰρ καὶ οὗτος τρόπον τινὰ καὶ πολλὰς ἔχει κενότητας.,add,,Addition / Omission,,,καὶ,,no,
195,Ἔδει μὲν διὰ τὴν συγγένειαν πεπαρρησιασμένως ἐπιστέλλειν πρὸς τὴν σὴν ἐνδοξότητα περὶ ὧν ἂν βούλομαι.,Ἔδει μὲν διὰ τὴν συγγένειαν πεπαρρησιασμένως ἐπιστέλλειν πρὸς τὴν σὴν ἐνδοξότητα περὶ ὧν ἂν βούλωμαι.,change,,Morphological,,βούλομαι.,βούλωμαι.,,no,
196,Ἦ τὰ τοιαῦτα γράφειν εἰδώς ὑπέρτιμε δέσποτά μου καὶ οὕτω μὲν συντιθέναι τὴν λέξιν οὕτω δὲ ἐναρμόζειν τὴν ἔννοιαν ἐφείδου γραφῶν πρὸς ἐμέ καὶ ἐπεῖχες τὴν χεῖρα ἄριστος ὢν κυβερνήτης καὶ οἰακίζειν ἄριστα τοὺς λόγους ἠκριβωκώς,Εἶτα τοιαῦτα γράφειν εἰδώς ὑπέρτιμε δέσποτά μου καὶ οὕτω μὲν συντιθέναι τὴν λέξιν οὕτω δὲ ἐναρμόζειν τὴν ἔννοιαν ἐφείδου γραφῶν πρὸς ἐμέ καὶ ἐπεῖχες τὴν χεῖρα ἄριστος ὢν κυβερνήτης καὶ οἰακίζειν ἄριστα τοὺς λόγους ἠκριβωκώς,change,delete,Addition / Omission,,Ἦ | τὰ,Εἶτα,,no,
197,ἂν τεχνολογῇ εὑρετὴς ἀκριβὴς τῶν πρὸς εὐφημίαν ἀφορμῶν μεγαλήγορος ἐπαινέτης ὑψηλογῶν τὰ σαφῆ σαφηνίζων τὰ ὑψηλὰ μεθόδοις φημὶ τομαῖς τισι καὶ λειότησι.,ἂν τεχνολογῇ εὑρετὴς ἀκριβὴς τῶν πρὸς εὐφημίαν ἀφορμῶν μεγαλήγορος ἐπαινέτης ὑψηλολογῶν τὰ σαφῆ σαφηνίζων τὰ ὑψηλὰ μεθόδοις φημὶ τομαῖς τισι καὶ λειότησι.,change,,Phonological-Orthographic,,ὑψηλογῶν,ὑψηλολογῶν,,no,
198,ποσάκις σε διὰ τῆς μνήμης προεχειρησάμην καὶ λόγους τοὺς μὲν ἔδωκα τοὺς δὲ ἔλαβον,ποσάκις σε διὰ τῆς μνήμης προεχειρισάμην καὶ λόγους τοὺς μὲν ἔδωκα τοὺς δὲ ἔλαβον,change,,Phonological-Orthographic,,προεχειρησάμην,προεχειρισάμην,,no,
199,Διὰ ταῦτα τὸ μὲν τὸ θεῖον ἐκλιπαρῶν τὰ δὲ ἡμᾶς νουθετῶν τὰ δὲ καὶ πλήττων ἐπιστημόνως ἄνω βλέπειν ἀξιοῖς καὶ τὸν τῆς ὕλης φόρτον ἀποθέσθαι.,Διὰ ταῦτα τὰ μὲν τὸ θεῖον ἐκλιπαρῶν τὰ δὲ ἡμᾶς νουθετῶν τὰ δὲ καὶ πλήττων ἐπιστημόνως ἄνω βλέπειν ἀξιοῖς καὶ τὸν τῆς ὕλης φόρτον ἀποθέσθαι.,change,,Morphological,,τὸ,τὰ,,no,
200,Ἡδέως σου τὰς ὀπώρας καὶ τὸν ἀπεσταλμένον ἐδεξάμην καλόγηρων τιμιώτατε πάτερ.,Ἡδέως σου τὰς ὀπώρας καὶ τὸν ἀπεσταλμένον ἐδεξάμην καλόγηρον τιμιώτατε πάτερ.,change,,Morphological,,καλόγηρων,καλόγηρον,,no,
201,Μόνη μὲν γὰρ ἴσως ἂν πρὸς ἑαυτὴν ἐκτείνειε τὴν τρυτάνην συγκειμένη δὲ τῷ δικαίῳ ὅλαις ὁλκαῖς ἑαυτὴν ἡ ῥοπή εἰ γὰρ ἴδοις δι' αὐτὴν τὸν ἄνθρωπον εὐμενῶς ἔθηξας αὐτῷ τὴν γλῶτταν καὶ ἀμφήκη πεποίηκας.,Μόνη μὲν γὰρ ἴσως οὐκ ἂν πρὸς ἑαυτὴν ἐκτείνειε τὴν τρυτάνην συγκειμένη δὲ τῷ δικαίῳ ὅλαις ὁλκαῖς ἑαυτὴν ἡ ῥοπή εἰ γὰρ ἴδοις δι' αὐτὴν τὸν ἄνθρωπον εὐμενῶς ἔθηξας αὐτῷ τὴν γλῶτταν καὶ ἀμφήκη πεποίηκας.,add,,Addition / Omission,,,οὐκ,,no,
202,Σὺ μὲν καλῶς ποιεῖν ὑπομιμνήσκων με περὶ σεαυτοῦ καὶ ἀναμιμνήσκων ὧν ὑπεσχόμην σοι ἐγὼ δὲ οὐδέν τι δέομαι ὑπομνήσεως ἀφ' ἑαυτοῦ παρεσκευασμένος ὢν πάντα ὑπὲρ σοῦ εἰπεῖν καὶ ποιῆσαι.,Σὺ μὲν καλῶς ποιεῖς ὑπομιμνήσκων με περὶ σεαυτοῦ καὶ ἀναμιμνήσκων ὧν ὑπεσχόμην σοι ἐγὼ δὲ οὐδέν τι δέομαι ὑπομνήσεως ἀφ' ἑαυτοῦ παρεσκευασμένος ὢν πάντα ὑπὲρ σοῦ εἰπεῖν καὶ ποιῆσαι.,change,,Morphological,,ποιεῖν,ποιεῖς,,no,
203,Τὸ γοῦν λειπόμενον στεῖλαί σε ἐν Μακεδονίᾳ σπουδαιότατον ἄνθρωπον ἐν βραχεῖ χρόνῳ τοὺς ἐκεῖσε φόρους εἰσπράξοντα κἀν τῷ θέματί σου δέ ὅπερ ἂν βούλει πράττειν συντόμως κατάπραττε,Τὸ γοῦν λειπόμενον στεῖλαί σε ἐν Μακεδονίᾳ σπουδαιότατον ἄνθρωπον ἐν βραχεῖ χρόνῳ τοὺς ἐκεῖσε φόρους εἰσπράξοντα κἀν τῷ θέματί σου δέ ὅπερ ἂν βούλῃ πράττειν συντόμως κατάπραττε,change,,Morphological,,βούλει,βούλῃ,,no,
